key_0,product_title,price_final,price_original,discount_percent,color,main_image,thumbnails,seller_name,seller_url,warranty_info,delivery_address,product_description
45,"Điện thoại oukitel  wp21 (Ram 12Gb,Rom 256Gb ,chống sốc,chống nước,pin khủng, pin 9.800mAh)",1.109.000 ₫,2.218.000 ₫,-50%,-1,https://img.lazcdn.com/g/p/14502e16da2f013d6b77bf07b5f08305.jpg_720x720q80.jpg_.webp,"https://img.lazcdn.com/g/p/14502e16da2f013d6b77bf07b5f08305.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/c04db064de51702fe070ddab7078f467.jpg_80x80q80.jpg_.webp",Tuấn Nguyễn Mobile 88,https://www.lazada.vn/shop/tuan-nguyen-mobile-88/?itemId=3138928072&channelSource=pdp,Change of Mind | 15 Days Free Return | Không áp dụng chính sách bảo hành,"Hồ Chí Minh, Quận 1, Phường Phạm Ngũ Lão",-1
46,"Điện thoại siêu phẩm SS_ A55 5G (8Gb/128GB)-hàng chính hãng mới 100%, Bảo hành chính hãng 12 tháng.trên toàn quốc",1.100.000 ₫,2.200.000 ₫,-50%,Black,https://img.lazcdn.com/g/p/1d3dc590396f33e0b4fe9062d507d14f.jpg_720x720q80.jpg_.webp,"https://img.lazcdn.com/g/p/1d3dc590396f33e0b4fe9062d507d14f.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/9190fbe515339d9fd2a78df02c23dec3.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/9d4d667313de2c2cb14393cd2521ae05.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/da62b16765484b4548eecfaf8ed7db42.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/b5494e4dbf854179e77eaba0ab49db8d.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/d56478895f7fb4fd138a33c990c029f8.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/d446d7e26d6fc9b3083a173fd84e0ff2.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/1d3dc590396f33e0b4fe9062d507d14f.jpg_80x80q80.jpg_.webp",Minh Thành Mobile 88,https://www.lazada.vn/shop/minh-thanh-mobile-88/?itemId=3136223444&channelSource=pdp,Change of Mind | 15 Days Free Return | Không áp dụng chính sách bảo hành,"Hồ Chí Minh, Quận 1, Phường Phạm Ngũ Lão","Kích thước màn hình 6.6 inches Công nghệ màn hình Super AMOLED Camera sau Camera chính: 50 MP OIS+HDR Camera góc rộng: 12MP Camera macro: 5MP Camera trước 32 MP Chipset Exynos 1480 4nm 2.4GHz Công nghệ NFC Có Dung lượng RAM 8 GB Bộ nhớ trong 128 GB Pin 5000 mAh Thẻ SIM 2 SIM (Nano-SIM) Hệ điều hành Android 14 Độ phân giải màn hình 1080 x 2340 pixels (FullHD+) Tính năng màn hình Tần số quét 120Hz, 1000nits 96% DCI-P3, 1000 nits, Gorilla Glass 7+ Loại CPU 4 nhân 2.7 GHz & 4 nhân 2.0 GHz
Kích thước màn hình 6.6 inches Công nghệ màn hình Super AMOLED Camera sau Camera chính: 50 MP OIS+HDR Camera góc rộng: 12MP Camera macro: 5MP Camera trước 32 MP Chipset Exynos 1480 4nm 2.4GHz Công nghệ NFC Có Dung lượng RAM 8 GB Bộ nhớ trong 128 GB Pin 5000 mAh Thẻ SIM 2 SIM (Nano-SIM) Hệ điều hành Android 14 Độ phân giải màn hình 1080 x 2340 pixels (FullHD+) Tính năng màn hình Tần số quét 120Hz, 1000nits 96% DCI-P3, 1000 nits, Gorilla Glass 7+ Loại CPU 4 nhân 2.7 GHz & 4 nhân 2.0 GHz"
47,"Điện thoại Redmi_n0te 10pr0 Ram 8GB/128GB pin 5020 mAh máy chính hãng, bảo hành 12 tháng",810.000 ₫,1.620.000 ₫,-50%,Grey,https://img.lazcdn.com/g/p/2e3db16dc75b277df74c57c0515a4e6a.jpg_720x720q80.jpg_.webp,"https://img.lazcdn.com/g/p/2e3db16dc75b277df74c57c0515a4e6a.jpg_120x120q80.jpg_.webp, https://img.lazcdn.com/g/p/820a72332ac54512c371999a7e636d0f.jpg_120x120q80.jpg_.webp, https://img.lazcdn.com/g/p/e462a5b96534b4e95f4a40056f221e00.jpg_120x120q80.jpg_.webp, https://img.lazcdn.com/g/p/36b1b68ff392a9c56899226059f139d5.jpg_120x120q80.jpg_.webp, https://img.lazcdn.com/g/p/daa62b64bcd1478645ba93363066151b.jpg_120x120q80.jpg_.webp, https://img.lazcdn.com/g/p/ec3aede57f6cc0f6f0d8ed5d28def4b6.jpg_120x120q80.jpg_.webp, https://img.lazcdn.com/g/p/1a94db7d55bb7d569b0a0b013b0ce14b.jpg_120x120q80.jpg_.webp, https://img.lazcdn.com/g/p/6315f5efad0f7adc143bdb183afbd01e.jpg_120x120q80.jpg_.webp, https://img.lazcdn.com/g/p/1a94db7d55bb7d569b0a0b013b0ce14b.jpg_120x120q80.jpg_.webp",Thành Đạt Mobile88,https://www.lazada.vn/shop/thanh-dat-mobile88/?itemId=3136803339&channelSource=pdp,Change of Mind | 15 Days Free Return | Không áp dụng chính sách bảo hành,"Hồ Chí Minh, Quận 1, Phường Phạm Ngũ Lão","Cấu hình & Bộ nhớ
Cấu hình & Bộ nhớ
Hệ điều hành:Android 11
Chip xử lý (CPU):
Snapdragon 732G
Tốc độ CPU:
2 nhân 2.3 GHz & 6 nhân 1.8 GHz
Chip đồ họa (GPU):
Adreno 618
RAM:
8 GB
Dung lượng lưu trữ:
128 GB
Thẻ nhớ:
MicroSD, hỗ trợ tối đa 512 GB
Camera & Màn hình
Camera & Màn hình
Độ phân giải camera sau:
Chính 108 MP & Phụ 8 MP, 5 MP, 2 MP
Độ phân giải camera trước:
16 MP
Tính năng camera trước:
Xóa phôngTự động lấy nét (AF)Quay video HDQuay video Full HDNhận diện khuôn mặtLàm đẹpA.I Camera
Công nghệ màn hình:
AMOLED
Độ phân giải màn hình:Full HD+ (1080 x 2400 Pixels)
Màn hình rộng:
6.67"" - Tần số quét
120 Hz
Độ sáng tối đa:1200 nits
Mặt kính cảm ứng:
Kính cường lực Corning Gorilla Glass 5
Pin & Sạc
Pin & Sạc
Dung lượng pin:
5020 mAh
Loại pin:
Li-Ion
Hỗ trợ sạc tối đa:
33 W
Sạc kèm theo máy:
33 W
Công nghệ pin:
Sạc pin nhanh"
48,"Điện Thoại 5G 2024 - S24 Ultra 7.3"" 16GB/1TB | Pin Khủng + 2 SIM - Ưu Đãi Cho HSSV",1.111.000 ₫,2.222.000 ₫,-50%,Gold,https://img.lazcdn.com/g/p/e9d1b1dd8250b189c7b501b4aef7415b.jpg_720x720q80.jpg_.webp,"https://img.lazcdn.com/g/p/e9d1b1dd8250b189c7b501b4aef7415b.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/28660528c2bd5d470e3e4478a059db51.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/8bca3bb2b6c4d88e9ac00f6792fa4027.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/808cac481a4067f3edc746cd02fe4065.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/c9b57c151204a776cd019790f4724b72.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/a36f68cbbeafc1f5363c5e47cc60a5d1.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/5df849a682fb8ee4e65f9ff7b0b3d2a9.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/1fb2b9259c1488943a8b9b03a17e6829.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/94e9b4505d90fd55e82fa1ffde39148b.jpg_80x80q80.jpg_.webp",Thanh Hoàng Mobile 88,https://www.lazada.vn/shop/thanh-hoang-mobile-88/?itemId=3139016941&channelSource=pdp,Change of Mind | 15 Days Free Return | Không áp dụng chính sách bảo hành,"Hồ Chí Minh, Quận 1, Phường Phạm Ngũ Lão",-1
49,"Điện thoại SS 23ut máy 2sim ram 12G/512G Chính Hãng, mới 100% bảo hành 12 tháng toàn quốc",1.100.000 ₫,2.200.000 ₫,-50%,Purple,https://img.lazcdn.com/g/p/e170e944b99f815e25255d8df549d265.jpg_720x720q80.jpg_.webp,"https://img.lazcdn.com/g/p/e170e944b99f815e25255d8df549d265.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/2b15a212d00b2770d65881cab3033d0e.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/43e9a2a3609099939f35b679823c159a.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/b38f57d653379b7a4705ade50ecb6df2.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/0d3a6a051a3602a9a2bc3122c83560ca.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/e428e03c15c581f2b4dfca3c1cf9f807.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/f619a7c6333d35e710fd3c5860f4ae04.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/f619a7c6333d35e710fd3c5860f4ae04.jpg_80x80q80.jpg_.webp",Minh Thành Mobile 88,https://www.lazada.vn/shop/minh-thanh-mobile-88/?itemId=3136332225&channelSource=pdp,Change of Mind | 15 Days Free Return | Không áp dụng chính sách bảo hành,"Hồ Chí Minh, Quận 1, Phường Phạm Ngũ Lão","Cấu hình & Bộ nhớ
Cấu hình & Bộ nhớ
Hệ điều hành:Android 13
Chip xử lý (CPU):
Snapdragon 8 Gen 2 for Galaxy
Tốc độ CPU:
1 nhân 3.36 GHz, 4 nhân 2.8 GHz & 3 nhân 2 GHz
Chip đồ họa (GPU):
Adreno 740
RAM:
12 GB
Dung lượng lưu trữ:
256 GB
Camera & Màn hình
Camera & Màn hình
Độ phân giải camera sau:
Chính 200 MP & Phụ 12 MP, 10 MP, 10 MP
Độ phân giải camera trước:
12 MP
Công nghệ màn hình:
Dynamic AMOLED 2X
Độ phân giải màn hình:2K+ (1440 x 3088 Pixels)
Màn hình rộng:
6.8"" - Tần số quét
120 Hz
Độ sáng tối đa:1750 nits
Mặt kính cảm ứng:
Kính cường lực Corning Gorilla Glass Victus 2
Pin & Sạc
Pin & Sạc
Dung lượng pin:
5000 mAh
Loại pin:
Li-Ion
Hỗ trợ sạc tối đa:
45 W
Công nghệ pin:
Sạc pin nhanhSạc ngược không dâySạc không dây"
50,Mới Điện thoại di động S24 Ultra smartphone 6.8inch Full Screen 6+128GB giá rẻ cho học sinh Miễn phí vận chuyển COD,1.111.000 ₫,2.222.000 ₫,-50%,Blue,https://img.lazcdn.com/g/p/9271980f80d7345f4ad5e0585f5e899f.jpg_720x720q80.jpg_.webp,"https://img.lazcdn.com/g/p/9271980f80d7345f4ad5e0585f5e899f.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/131b2c7983e5cc57196423847497e684.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/6716ea59971a7d62e44e4671a75f1bd7.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/9556c14f79d7518c14096224a06ffa15.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/045cda789aea4310894a73d4ffbe0689.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/4a2c58dee21fc87d55a3f4a732ffdb4b.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/6aefb5b04656f46311d41084a0797134.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/8f2f9c33d71d7358d9627db97620ef6d.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/75bf324d227e6aa2c956575b151032b0.jpg_80x80q80.jpg_.webp",Thanh Hoàng Mobile 88,https://www.lazada.vn/shop/thanh-hoang-mobile-88/?itemId=3138920796&channelSource=pdp,Change of Mind | 15 Days Free Return | Không áp dụng chính sách bảo hành,"Hồ Chí Minh, Quận 1, Phường Phạm Ngũ Lão",-1
51,điện thoại 0PP0 Ren012 5G (12GB/256GB) | Cấu hình Cao Chiến mọi Game mượt - Hàng chính hãng Bảo hành 12 tháng,950.000 ₫,1.900.000 ₫,-50%,Brown,https://img.lazcdn.com/g/p/88036aff56da54e1dafcb8a56ec0f5bd.jpg_720x720q80.jpg_.webp,"https://img.lazcdn.com/g/p/88036aff56da54e1dafcb8a56ec0f5bd.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/098f1e73ac9792fde32d887d564442ef.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/a0658ce051254680525c72da11494676.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/dc61931d0afb81c0e2c006345f0d28de.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/e195cd5e7ad6ee078459cb64247576dc.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/e00218671fa709cd9ead24acd6ba9a4b.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/31027d98f5daf81a4ec880ae102ea46f.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/a0658ce051254680525c72da11494676.jpg_80x80q80.jpg_.webp",Tuấn Nguyễn Mobile 88,https://www.lazada.vn/shop/tuan-nguyen-mobile-88/?itemId=3138862838&channelSource=pdp,Change of Mind | 15 Days Free Return | Không áp dụng chính sách bảo hành,"Hồ Chí Minh, Quận 1, Phường Phạm Ngũ Lão","Kích thước màn hình 6.7 inches Công nghệ màn hình AMOLED Camera sau Chính 50 MP & Phụ 50 MP, 8 MP Camera trước 50 MP Chipset MediaTek Dimensity 7300-Energy 5G 8 nhân Công nghệ NFC Có Dung lượng RAM 12 GB Bộ nhớ trong 512 GB Pin 5000 mAh Thẻ SIM 2 Nano-SIM Hệ điều hành Android 14 Độ phân giải màn hình 1080 x 2412 pixels"
52,"Điện thoại SS A32 máy 2sim ram 6G/128G Chính Hãng, mới 100% bảo hành 12 tháng toàn quốc",750.000 ₫,1.500.000 ₫,-50%,xanh,https://img.lazcdn.com/g/p/928122795ae5be4be85f3a16fb55a5ea.jpg_720x720q80.jpg_.webp,"https://img.lazcdn.com/g/p/928122795ae5be4be85f3a16fb55a5ea.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/a1c590b4418d84e5ab11f17f74d1dfd8.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/f7798d28a126eba1c247a8ae0b0a6016.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/29041efd7107195bca8fb1842264b275.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/39d943529d7721966827025768a1fdd8.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/2e8b9f86c203461fd350eae7353eac2d.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/c76b3df989cb30fbe8434cb406e5348b.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/bd04013b4daecc5e79d7cf139044524c.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/c76b3df989cb30fbe8434cb406e5348b.jpg_80x80q80.jpg_.webp",Minh Thành Mobile 88,https://www.lazada.vn/shop/minh-thanh-mobile-88/?itemId=3136254743&channelSource=pdp,Change of Mind | 15 Days Free Return | Không áp dụng chính sách bảo hành,"Hồ Chí Minh, Quận 1, Phường Phạm Ngũ Lão","Cấu hình & Bộ nhớ
Cấu hình & Bộ nhớ
Hệ điều hành:Android 11
Chip xử lý (CPU):
MediaTek Helio G80
Tốc độ CPU:
2 nhân 2.0 GHz & 6 nhân 1.8 GHz
Chip đồ họa (GPU):
Mali-G52 MC2
RAM:
6 GB
Dung lượng lưu trữ:
128 GB
Thẻ nhớ:
MicroSD, hỗ trợ tối đa 1 TB
Camera & Màn hình
Camera & Màn hình
Độ phân giải camera sau:
Chính 64 MP & Phụ 8 MP, 5 MP, 5 MP
Độ phân giải camera trước:
20 MP
Công nghệ màn hình:
Super AMOLED
Độ phân giải màn hình:Full HD+ (1080 x 2400 Pixels)
Màn hình rộng:
6.4"" - Tần số quét 90 Hz
Độ sáng tối đa:
800 nits
Mặt kính cảm ứng:
Kính cường lực Corning Gorilla Glass 5
Pin & Sạc
Pin & Sạc
Dung lượng pin:
5000 mAh
Loại pin:
Li-Ion
Hỗ trợ sạc tối đa:
15 W
Sạc kèm theo máy:
15 W"
53,ĐIỆN THOẠI SAMSUNG J6 PLUS 3/32Gb còn mới 90%,745.000 ₫,1.090.000 ₫,-32%,-1,https://img.lazcdn.com/g/ff/kf/S3a50b70e1d4d470bb7cd68df83a1fe0cx.jpg_720x720q80.jpg_.webp,"https://img.lazcdn.com/g/p/10a0b61700c8f9053a3c2f81f4547543.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/18b551858f33f21c93a5de49d37ae3f3.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/64bb347f37f4ebd17e62aed0ae98a7c0.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/0efa0f225f1880846e41a5903d18f428.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/b13521139c4e6686cf897451cbd7a189.jpg_80x80q80.jpg_.webp",Điện Thoại 4G Giá Rẻ,https://www.lazada.vn/shop/qtk-house/?itemId=2624677061&channelSource=pdp,Change of Mind | 15 Days Free Return | Bằng hộp sản phẩm hoặc Số seri 1 tháng,"Hồ Chí Minh, Quận 1, Phường Phạm Ngũ Lão","ĐIỆN THOẠI SAMSUNG J6 PLUS 3/32Gb còn mới 90%
ĐIỆN THOẠI SAMSUNG J6 PLUS 3/32Gb còn mới 90%
ĐIỆN THOẠI SAMSUNG J6 PLUS 3/32Gb đã qua sử dụng
ĐIỆN THOẠI SAMSUNG J6 PLUS 3/32Gb đã qua sử dụng
ĐIỆN THOẠI SAMSUNG J6 PLUS đã qua sử dụng
ĐIỆN THOẠI SAMSUNG J6 PLUS đã qua sử dụng
Máy kèm cáp sạc ,Máy ngoại hình còn tương đối đẹp 90%
Máy kèm cáp sạc ,Máy ngoại hình còn tương đối đẹp 90%
Thiết kế    Nguyên khối
Thiết kế    Nguyên khối
Màn hình
Màn hình
Loại màn hình    IPS LCD
Loại màn hình    IPS LCD
Độ phân giải    HD+
Độ phân giải    HD+
Kích thước màn hình    6 inch
Kích thước màn hình    6 inch
Công nghệ cảm ứng    Mặt kính cong 2.5D
Công nghệ cảm ứng    Mặt kính cong 2.5D
Chipset     Qualcomm Snapdragon 425 4 nhân 64-bit
Chipset     Qualcomm Snapdragon 425 4 nhân 64-bit
Số nhân CPU    4 nhân 1.4 GHz
Số nhân CPU    4 nhân 1.4 GHz
Chip đồ họa (GPU)    Adreno 308
Chip đồ họa (GPU)    Adreno 308
RAM    3 GB
RAM    3 GB
Camera
Camera
Camera sau    13 MP và 5 MP (2 camera) Chụp ảnh xóa phông, Tự động lấy nét, Chạm lấy nét, Nhận diện khuôn mặt, HDR, Panorama
Camera sau    13 MP và 5 MP (2 camera) Chụp ảnh xóa phông, Tự động lấy nét, Chạm lấy nét, Nhận diện khuôn mặt, HDR, Panorama
Camera trước    8 MP Chế độ làm đẹp, Tự động lấy nét, Đèn Flash trợ sáng, Nhận diện khuôn mặt
Camera trước    8 MP Chế độ làm đẹp, Tự động lấy nét, Đèn Flash trợ sáng, Nhận diện khuôn mặt
Bộ nhớ, Lưu trữ
Bộ nhớ, Lưu trữ
Bộ nhớ trong    32 GB
Bộ nhớ trong    32 GB
Thẻ nhớ ngoài    MicroSD
Thẻ nhớ ngoài    MicroSD
Hỗ trợ thẻ nhớ tối đa    Hỗ trợ tối đa 256 GB
Hỗ trợ thẻ nhớ tối đa    Hỗ trợ tối đa 256 GB
Tính năng
Tính năng
Tính năng đặc biệt     Mở khóa bằng vân tay, Mở khóa bằng khuôn mặt
Tính năng đặc biệt     Mở khóa bằng vân tay, Mở khóa bằng khuôn mặt
SIM
SIM
Loại Sim    Nano Sim
Loại Sim    Nano Sim
Số khe cắm sim    2 Sim
Số khe cắm sim    2 Sim
Kết nối
Kết nối
4G    LTE 4G
4G    LTE 4G
Wifi    Wi-Fi 802.11 b/g/n, Wi-Fi Direct, Wi-Fi hotspot
Wifi    Wi-Fi 802.11 b/g/n, Wi-Fi Direct, Wi-Fi hotspot
GPS    BDS, A-GPS, GLONASS
GPS    BDS, A-GPS, GLONASS
Bluetooth    LE, A2DP, v4.2
Bluetooth    LE, A2DP, v4.2
Kết nối USB    Micro USB 2.0
Kết nối USB    Micro USB 2.0
Giải trí & Ứng dụng
Giải trí & Ứng dụng
Xem phim    3GP, MP4, AVI, WMV
Xem phim    3GP, MP4, AVI, WMV
Nghe nhạc    AMR, Midi, MP3, WAV, WMA, AAC, eAAC+, OGG, FLAC
Nghe nhạc    AMR, Midi, MP3, WAV, WMA, AAC, eAAC+, OGG, FLAC
Ghi âm    Có
Ghi âm    Có
Kích thước
Kích thước
Kích thước    161.4 x 76.9 x 7.9 mm
Kích thước    161.4 x 76.9 x 7.9 mm
Trọng lượng
Trọng lượng
Trọng lượng    178 g
Trọng lượng    178 g
PIN
PIN
Dung lượng Pin    3300 mAh
Dung lượng Pin    3300 mAh
Loại pin    Pin chuẩn Li-Ion
Loại pin    Pin chuẩn Li-Ion"
54,"Điện thoại xia0mi. Mi 13 Utra 912gb/256gb) Chính Hãng, mới 100% bảo hành 12 tháng toàn quốc",850.000 ₫,1.700.000 ₫,-50%,White,https://img.lazcdn.com/g/p/78967ecfdc37b80cd77d387101622de1.jpg_720x720q80.jpg_.webp,"https://img.lazcdn.com/g/p/78967ecfdc37b80cd77d387101622de1.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/c21c4cd9d3ba12b0d9f624091b08961a.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/9f7e6b4f58058bbdcdf56da994529595.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/4766231c2d402ca886b4b998fc6bcfca.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/96355c2e9e31e87d7cc6ac87f7b3587c.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/ec3c3ab7534b54b680e2339d0c5778fe.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/3b381a411a25596a222ea7b7906a2b11.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/4766231c2d402ca886b4b998fc6bcfca.jpg_80x80q80.jpg_.webp",Minh Thành Mobile 88,https://www.lazada.vn/shop/minh-thanh-mobile-88/?itemId=3136315241&channelSource=pdp,Change of Mind | 15 Days Free Return | Không áp dụng chính sách bảo hành,"Hồ Chí Minh, Quận 1, Phường Phạm Ngũ Lão","Kích thước màn hình 6.73 inches Công nghệ màn hình LTPO AMOLED Camera sau Camera góc rộng: 50.38MP, f/1.9 hoặc f/4.0, 23mm, Laser AF, OIS Kính tiềm vọng Tele: 50MP, f/3.0, 120mm, 1/2.51"", Dual-Pixel PDAF, OIS Camera chụp xa: 50MP, f/1.8, Dual-Pixel PDAF, OIS, 3.2x optical zoom Camera góc siêu rộng: 50MP, f/1.8, 1 Camera trước Camera góc rộng: 32 MP, f/2.0, 22mm, 0.7µm Chipset Snapdragon 8 Gen 2 (4 nm) Công nghệ NFC Có Dung lượng RAM 12 GB Bộ nhớ trong 256 GB Pin 5.000 mAh Thẻ SIM 2 SIM (Nano-SIM) Hệ điều hành Android 13 Độ phân giải màn hình 1080 x 2400 pixels (FullHD+) Tính năng màn hình 1 tỷ màu, Tần số quét 120Hz, Dolby Vision, HDR10+, 1300 nits Loại CPU 1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510
Kích thước màn hình 6.73 inches Công nghệ màn hình LTPO AMOLED Camera sau Camera góc rộng: 50.38MP, f/1.9 hoặc f/4.0, 23mm, Laser AF, OIS Kính tiềm vọng Tele: 50MP, f/3.0, 120mm, 1/2.51"", Dual-Pixel PDAF, OIS Camera chụp xa: 50MP, f/1.8, Dual-Pixel PDAF, OIS, 3.2x optical zoom Camera góc siêu rộng: 50MP, f/1.8, 1 Camera trước Camera góc rộng: 32 MP, f/2.0, 22mm, 0.7µm Chipset Snapdragon 8 Gen 2 (4 nm) Công nghệ NFC Có Dung lượng RAM 12 GB Bộ nhớ trong 256 GB Pin 5.000 mAh Thẻ SIM 2 SIM (Nano-SIM) Hệ điều hành Android 13 Độ phân giải màn hình 1080 x 2400 pixels (FullHD+) Tính năng màn hình 1 tỷ màu, Tần số quét 120Hz, Dolby Vision, HDR10+, 1300 nits Loại CPU 1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510"
55,Điện thoại Giá rẻ phổ thông S22 Ultra Màn hình FullHD Android Máy ảnh HD Cuộc gọi Chơi trò chơi Xem TV,829.000 ₫,1.658.000 ₫,-50%,Black,https://img.lazcdn.com/g/p/2f2a16e8abbccc486111fd51dd8eb178.jpg_720x720q80.jpg_.webp,"https://img.lazcdn.com/g/p/2f2a16e8abbccc486111fd51dd8eb178.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/6fe98bea4619cf9afc0de5f66287e644.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/de351304d0466f2a9e6866256584071f.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/098f9384c50e8870ff1ee9fdb8babe98.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/2a31831457d7ae17d5345b1c7038ccce.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/4309790ae9449d3052633402b34b2c79.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/8656b44187a82718fac906e5598b3738.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/c97fc6225eccab823ad30394c257dd99.jpg_80x80q80.jpg_.webp, https://img.lazcdn.com/g/p/8f50338146a8f4fc9cd31ad3296e7081.jpg_80x80q80.jpg_.webp",Thanh Hoàng Mobile 88,https://www.lazada.vn/shop/thanh-hoang-mobile-88/?itemId=3139121458&channelSource=pdp,Change of Mind | 15 Days Free Return | Không áp dụng chính sách bảo hành,"Hồ Chí Minh, Quận 1, Phường Phạm Ngũ Lão",-1
